,id,folder_id,folder_id_date,display_name,filename,content-type,url,hidden,thumbnail_url,mime_class,Id,Mime type,Score,Library reference,Checked on,AlternativeText:2,Contrast:2,HeadingsHigherLevel:3,HeadingsPresence:2,HeadingsSequential:3,HeadingsStartAtOne:3,HtmlBrokenLink:2,HtmlCaption:2,HtmlColorContrast:2,HtmlDefinitionList:3,HtmlEmptyHeading:2,HtmlEmptyTableHeader:2,HtmlHasLang:3,HtmlHeadingOrder:3,HtmlHeadingsPresence:2,HtmlHeadingsStart:2,HtmlImageAlt:2,HtmlImageRedundantAlt:3,HtmlLabel:2,HtmlLinkName:3,HtmlList:3,HtmlObjectAlt:2,HtmlTdHasHeader:2,HtmlTitle:3,ImageContrast:2,ImageDecorative:2,ImageDescription:2,ImageOcr:3,ImageSeizure:1,LanguageCorrect:3,LanguagePresence:3,Ocred:2,Parsable:1,Scanned:1,Security:1,TableHeaders:2,Tagged:2,Title:3
83,,,,Module 3 Overview,,,,,,,page:1587728,application/x-page,100.00,,2024-05-09 13:48:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,,,,Module 4 Overview,,,,,,,page:1587729,application/x-page,100.00,,2024-05-09 14:02:46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,,,,Module 5 Overview,,,,,,,page:1587730,application/x-page,100.00,,2024-05-08 19:40:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,,,,Module 6 Overview,,,,,,,page:1587731,application/x-page,100.00,,2024-05-08 19:44:16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,,,,Module 7 Overview,,,,,,,page:1587732,application/x-page,100.00,,2024-05-08 19:52:55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,14913698,1245027,1245-01-27 00:00:00+00:00,Online-MSW-Adv-Full-Time(1).pdf,Online-MSW-Adv-Full-Time%281%29.pdf,application/pdf,https://boisestatecanvas.instructure.com/files/14913698/download?download_frd=1&verifier=gOdntIbcZoW4VsmLd3chJmHpDx3LsLMnsI0AB3p9,False,,pdf,14913698,application/pdf,45.08,,2022-09-13 18:39:51,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
89,14913847,1245027,1245-01-27 00:00:00+00:00,Online-MSW-Adv-Part-Time.pdf,Online-MSW-Adv-Part-Time.pdf,application/pdf,https://boisestatecanvas.instructure.com/files/14913847/download?download_frd=1&verifier=Ms69zXss2wKqOvNGDtVZYDAfXfaWKu68x8GSePYH,False,,pdf,14913847,application/pdf,45.08,,2023-06-09 19:08:34,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
90,14913880,1245027,1245-01-27 00:00:00+00:00,Online-MSW-Reg-Full-Time(1).pdf,Online-MSW-Reg-Full-Time%281%29.pdf,application/pdf,https://boisestatecanvas.instructure.com/files/14913880/download?download_frd=1&verifier=NFy3glAMSf6OT4rVlpUM4jyrBwVc1Ub4U1nqcBzk,False,,pdf,14913880,application/pdf,43.34,,2023-04-17 21:21:40,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
91,14913782,1245027,1245-01-27 00:00:00+00:00,Online-MSW-Reg-Part-Time.pdf,Online-MSW-Reg-Part-Time.pdf,application/pdf,https://boisestatecanvas.instructure.com/files/14913782/download?download_frd=1&verifier=TQneOn0y3E9hrX5c0tlmxqjreXBNto7XZtbuFEru,False,,pdf,14913782,application/pdf,43.34,,2022-07-26 15:37:41,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
92,,,,Optional Synchronous Session,,,,,,,page:1587733,application/x-page,100.00,,2024-05-08 18:45:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,14913738,1245029,1245-01-29 00:00:00+00:00,OtherConditionsThatMayBeAFocusOfClinicalAttentionMiniLectureSlidesPDF.pdf,OtherConditionsThatMayBeAFocusOfClinicalAttentionMiniLectureSlidesPDF.pdf,application/pdf,https://boisestatecanvas.instructure.com/files/14913738/download?download_frd=1&verifier=IwNJqRBbiH2sxAytLiwP5R57Us5TfTTsKGIjfZVw,False,,pdf,14913738,application/pdf,92.84,,2023-04-18 20:45:51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,,,,PLACEHOLDER: DELETE BEFORE OPENING THE COURSE,,,,,,,announcement:694508,application/x-announcement,0.00,,2022-02-17 20:02:46,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,18611522,1245026,1245-01-26 00:00:00+00:00,Pari.Mod6.pdf,Pari.Mod6.pdf,application/pdf,https://boisestatecanvas.instructure.com/files/18611522/download?download_frd=1&verifier=x2Ny4Ar7WWEqXdHRxtmRPL3MltZWY5GGn76Tu6gi,False,,pdf,18611522,application/pdf,53.62,,2025-02-19 01:41:30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,14913779,1245030,1245-01-30 00:00:00+00:00,PediatricOCD(Obsessive-CompulsiveDisorder)VideoTranscript.docx,PediatricOCD%28Obsessive-CompulsiveDisorder%29VideoTranscript.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,https://boisestatecanvas.instructure.com/files/14913779/download?download_frd=1&verifier=hdub5V11KUGz8jUMOYcFv2D0N4tovylfMZHpjVe8,False,,doc,14913779,application/vnd.openxmlformats-officedocument.wordprocessingml.document,52.62,,2023-04-21 21:13:25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,14913853,1245031,1245-01-31 00:00:00+00:00,PracticeCaseVignetteAnswers-Lukas.pdf,PracticeCaseVignetteAnswers-Lukas.pdf,application/pdf,https://boisestatecanvas.instructure.com/files/14913853/download?download_frd=1&verifier=txe20WzkUormgI3AjsJXoWsqOg4e55K0ONYLj0CJ,True,,pdf,14913853,application/pdf,95.25,,2023-04-21 15:29:59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
98,14913736,1245031,1245-01-31 00:00:00+00:00,PracticeCaseVignetteAnswers-Wendy+Dolores+Carrie.pdf,PracticeCaseVignetteAnswers-Wendy%2BDolores%2BCarrie.pdf,application/pdf,https://boisestatecanvas.instructure.com/files/14913736/download?download_frd=1&verifier=l0fZhCVzt0yJbuTw73N6Mkcg36f2QBPfcpj4LJGD,True,,pdf,14913736,application/pdf,95.25,,2023-04-20 14:11:24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
99,14913765,1245031,1245-01-31 00:00:00+00:00,PracticeCaseVignetteAnswers-Wendy.pdf,PracticeCaseVignetteAnswers-Wendy.pdf,application/pdf,https://boisestatecanvas.instructure.com/files/14913765/download?download_frd=1&verifier=XIokLaVnlDdnbVaQfvMcmRaq7IZtSTT83fMlWVOq,True,,pdf,14913765,application/pdf,95.25,,2023-04-21 15:27:41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
100,16759526,1245026,1245-01-26 00:00:00+00:00,Randy.FormalCaseReview1.pdf,Randy.FormalCaseReview1.pdf,application/pdf,https://boisestatecanvas.instructure.com/files/16759526/download?download_frd=1&verifier=Vu1oVtDSiNwedhK8CGc1W80KH8rAnAtgW2fkbiuy,False,,pdf,16759526,application/pdf,6.90,,2026-01-07 16:37:43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
101,14913713,1245030,1245-01-30 00:00:00+00:00,ReactiveAttachmentDisorderVideoTranscript.docx,ReactiveAttachmentDisorderVideoTranscript.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,https://boisestatecanvas.instructure.com/files/14913713/download?download_frd=1&verifier=GRJw4zI4YWmOAD7bkTKiYJ3KA9LpCA29UOhZqJWA,False,,doc,14913713,application/vnd.openxmlformats-officedocument.wordprocessingml.document,100.00,,2023-04-21 21:52:21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,14913750,1245030,1245-01-30 00:00:00+00:00,ReturnFromChaos-TreatingPTSDVideoTranscript.docx,ReturnFromChaos-TreatingPTSDVideoTranscript.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,https://boisestatecanvas.instructure.com/files/14913750/download?download_frd=1&verifier=DofFep13oaK3ML9OZEcP42YL5SH6qmZraZaqyaEp,False,,doc,14913750,application/vnd.openxmlformats-officedocument.wordprocessingml.document,52.62,,2023-04-21 21:52:21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,14913862,1245044,1245-02-13 00:00:00+00:00,SOCWRK 526 Advanced Banner.svg,SOCWRK+526+Advanced+Banner.svg,image/svg+xml,https://boisestatecanvas.instructure.com/files/14913862/download?download_frd=1&verifier=eECt7WrgJDj4DcaJ25I889IRVE3MTWqBQJ3ondDb,False,,image,14913862,image/svg+xml,100.00,,2022-05-10 04:26:24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,16759527,1245026,1245-01-26 00:00:00+00:00,Shantae.FormalCaseReview2.pdf,Shantae.FormalCaseReview2.pdf,application/pdf,https://boisestatecanvas.instructure.com/files/16759527/download?download_frd=1&verifier=eDvLhOzZQjTxgWdwcHvYWDwN7ClJv9BGY15KfvnB,False,,pdf,16759527,application/pdf,6.90,,2024-09-25 21:28:19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
105,,,,Student Success and Support,,,,,,,page:1587734,application/x-page,100.00,,2024-05-15 12:16:43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,,,,Syllabus,,,,,,,syllabus,application/x-syllabus,100.00,,2025-03-19 19:51:03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,18611469,1245026,1245-01-26 00:00:00+00:00,Tariq.Mod2.pdf,Tariq.Mod2.pdf,application/pdf,https://boisestatecanvas.instructure.com/files/18611469/download?download_frd=1&verifier=FCpgnZjj24IZJ2X3TG4meiv5lVTCbmpuRhygYmgr,False,,pdf,18611469,application/pdf,100.00,,2025-02-19 01:34:53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,18611504,1245026,1245-01-26 00:00:00+00:00,Taylor.Mod4.pdf,Taylor.Mod4.pdf,application/pdf,https://boisestatecanvas.instructure.com/files/18611504/download?download_frd=1&verifier=zcarydEHU5Li3ovVZaMfciEK4mYXwhFYNyQbDeL1,False,,pdf,18611504,application/pdf,100.00,,2025-02-19 01:39:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,14913711,1245029,1245-01-29 00:00:00+00:00,TheCulturalFormulationInterviewMiniLectureSlides.pdf,TheCulturalFormulationInterviewMiniLectureSlides.pdf,application/pdf,https://boisestatecanvas.instructure.com/files/14913711/download?download_frd=1&verifier=HyODsS3KiVJlLNouzxKEYHcBhdqAhiXMKMeDrmqz,False,,pdf,14913711,application/pdf,86.55,,2023-04-20 14:24:27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,14913771,1245029,1245-01-29 00:00:00+00:00,TheDiagnosticProcessMiniLectureSlides.pdf,TheDiagnosticProcessMiniLectureSlides.pdf,application/pdf,https://boisestatecanvas.instructure.com/files/14913771/download?download_frd=1&verifier=r1Vza8o7A6UC4LkQBkQa5qabtTFzUGDeOQ2SMZPd,False,,pdf,14913771,application/pdf,83.63,,2023-04-20 14:16:47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,18611585,1245031,1245-01-31 00:00:00+00:00,Ver2 of 526 Case Answer Key.pdf,Ver2+of+526+Case+Answer+Key.pdf,application/pdf,https://boisestatecanvas.instructure.com/files/18611585/download?download_frd=1&verifier=B6E5MV9ceoIxT1PFtkAbHmlEWwH6gqbXMOgGT8IH,True,,pdf,18611585,application/pdf,47.99,,2025-02-19 01:48:48,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,,,,Video Recording Resources,,,,,,,page:1587735,application/x-page,100.00,,2022-03-07 17:03:12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,15256089,1265693,,advisor-tip.svg,advisor-tip.svg,image/svg+xml,https://boisestatecanvas.instructure.com/files/15256089/download?download_frd=1&verifier=uK2CBFlbc0l6qDLjhY1J2gE9g8ltxjcdQysxMw3i,False,https://boisestatecanvas.instructure.com/files/15256089/download?download_frd=1&verifier=uK2CBFlbc0l6qDLjhY1J2gE9g8ltxjcdQysxMw3i,image,15256089,image/svg+xml,100.00,,2022-02-14 21:37:36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,15256122,1265694,,attention-1.svg,attention.svg,image/svg+xml,https://boisestatecanvas.instructure.com/files/15256122/download?download_frd=1&verifier=imnpnIgVUaR88nFT0PjDvtWsPGo8r94vjVhkp9nk,False,https://boisestatecanvas.instructure.com/files/15256122/download?download_frd=1&verifier=imnpnIgVUaR88nFT0PjDvtWsPGo8r94vjVhkp9nk,image,15256122,image/svg+xml,100.00,,2022-02-14 21:26:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,15256085,1265694,,attention.svg,attention.svg,image/svg+xml,https://boisestatecanvas.instructure.com/files/15256085/download?download_frd=1&verifier=sZDqowOv9f9qAVwXop54g1cgBF1wJi7DaXfcDHGZ,False,https://boisestatecanvas.instructure.com/files/15256085/download?download_frd=1&verifier=sZDqowOv9f9qAVwXop54g1cgBF1wJi7DaXfcDHGZ,image,15256085,image/svg+xml,100.00,,2022-02-14 21:26:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,15256116,1265694,,audio.svg,audio.svg,image/svg+xml,https://boisestatecanvas.instructure.com/files/15256116/download?download_frd=1&verifier=Q81nz2Hvf1va6kW0BE1220DX5aYlsiN8pEHM2lMi,False,https://boisestatecanvas.instructure.com/files/15256116/download?download_frd=1&verifier=Q81nz2Hvf1va6kW0BE1220DX5aYlsiN8pEHM2lMi,image,15256116,image/svg+xml,100.00,,2022-02-14 21:26:02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,15256072,1265693,,camera.svg,camera.svg,image/svg+xml,https://boisestatecanvas.instructure.com/files/15256072/download?download_frd=1&verifier=Sts6w4azAp06MGvpgpaCijjTXIWq3j8MAhCxkO2s,False,https://boisestatecanvas.instructure.com/files/15256072/download?download_frd=1&verifier=Sts6w4azAp06MGvpgpaCijjTXIWq3j8MAhCxkO2s,image,15256072,image/svg+xml,100.00,,2022-02-14 21:37:37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,15256074,1265693,,clock.svg,clock.svg,image/svg+xml,https://boisestatecanvas.instructure.com/files/15256074/download?download_frd=1&verifier=KLdCPQoZQ8mTACmjBZh8uAC8OopPnmCKrKlhZMJK,False,https://boisestatecanvas.instructure.com/files/15256074/download?download_frd=1&verifier=KLdCPQoZQ8mTACmjBZh8uAC8OopPnmCKrKlhZMJK,image,15256074,image/svg+xml,100.00,,2022-02-14 21:37:36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,15256080,1265693,,community.svg,community.svg,image/svg+xml,https://boisestatecanvas.instructure.com/files/15256080/download?download_frd=1&verifier=l59yaXIC5LeXUR0PAQO4egpw19MhhxtPQg8KbfVg,False,https://boisestatecanvas.instructure.com/files/15256080/download?download_frd=1&verifier=l59yaXIC5LeXUR0PAQO4egpw19MhhxtPQg8KbfVg,image,15256080,image/svg+xml,100.00,,2022-02-14 21:37:39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,15256107,1265693,,computer.svg,computer.svg,image/svg+xml,https://boisestatecanvas.instructure.com/files/15256107/download?download_frd=1&verifier=2EOVF1jGIoc1nwZuD8UxBCOa9iOYJvWWQGvthPQp,False,https://boisestatecanvas.instructure.com/files/15256107/download?download_frd=1&verifier=2EOVF1jGIoc1nwZuD8UxBCOa9iOYJvWWQGvthPQp,image,15256107,image/svg+xml,100.00,,2022-02-14 21:37:38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,15256088,1265693,,copyright.svg,copyright.svg,image/svg+xml,https://boisestatecanvas.instructure.com/files/15256088/download?download_frd=1&verifier=J4ZcLfpFD5yZFhzGlujhqKBFsl0X9L3fseeQbTEs,False,https://boisestatecanvas.instructure.com/files/15256088/download?download_frd=1&verifier=J4ZcLfpFD5yZFhzGlujhqKBFsl0X9L3fseeQbTEs,image,15256088,image/svg+xml,100.00,,2022-02-14 21:37:38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,15256120,1265694,,discussion-1.svg,discussion.svg,image/svg+xml,https://boisestatecanvas.instructure.com/files/15256120/download?download_frd=1&verifier=6CoSd14rQuWeqbpzaG4TopdA0iAFWB6x4fpwLTch,False,https://boisestatecanvas.instructure.com/files/15256120/download?download_frd=1&verifier=6CoSd14rQuWeqbpzaG4TopdA0iAFWB6x4fpwLTch,image,15256120,image/svg+xml,100.00,,2022-02-14 21:26:04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,15256109,1265694,,discussion.svg,interactions-collaborations.svg,image/svg+xml,https://boisestatecanvas.instructure.com/files/15256109/download?download_frd=1&verifier=7inTGV1qmxrsA4VgTlIrYKjof1pLhGxvKDP5EnE4,False,https://boisestatecanvas.instructure.com/files/15256109/download?download_frd=1&verifier=7inTGV1qmxrsA4VgTlIrYKjof1pLhGxvKDP5EnE4,image,15256109,image/svg+xml,100.00,,2022-02-14 21:26:04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,15256108,1265693,,document.svg,document.svg,image/svg+xml,https://boisestatecanvas.instructure.com/files/15256108/download?download_frd=1&verifier=JA2xGGyKOUTRpjptUwpvO7tph5EXsKXNwN5PtgWR,False,https://boisestatecanvas.instructure.com/files/15256108/download?download_frd=1&verifier=JA2xGGyKOUTRpjptUwpvO7tph5EXsKXNwN5PtgWR,image,15256108,image/svg+xml,100.00,,2022-02-14 21:37:38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,15256098,1265693,,documents.svg,multiple-documents.svg,image/svg+xml,https://boisestatecanvas.instructure.com/files/15256098/download?download_frd=1&verifier=5l9l1VKVKkt4pAKqywYtj4V8JMfEOLEa4PHKFtJ3,False,https://boisestatecanvas.instructure.com/files/15256098/download?download_frd=1&verifier=5l9l1VKVKkt4pAKqywYtj4V8JMfEOLEa4PHKFtJ3,image,15256098,image/svg+xml,100.00,,2022-02-14 21:37:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,15256083,1265693,,download-from-cloud.svg,download-from-cloud.svg,image/svg+xml,https://boisestatecanvas.instructure.com/files/15256083/download?download_frd=1&verifier=coFVA4oxHQGFMnRP0KnCko2doDB9GtxBuS2YAtJj,False,https://boisestatecanvas.instructure.com/files/15256083/download?download_frd=1&verifier=coFVA4oxHQGFMnRP0KnCko2doDB9GtxBuS2YAtJj,image,15256083,image/svg+xml,100.00,,2022-02-14 21:37:39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,15256081,1265693,,email.svg,email.svg,image/svg+xml,https://boisestatecanvas.instructure.com/files/15256081/download?download_frd=1&verifier=WelFDxh0o2cTZoUJK6Mzs5qIono02tVcSEQznbPu,False,https://boisestatecanvas.instructure.com/files/15256081/download?download_frd=1&verifier=WelFDxh0o2cTZoUJK6Mzs5qIono02tVcSEQznbPu,image,15256081,image/svg+xml,100.00,,2022-02-14 21:37:38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
